CountyID,CountyName,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
34,Lake County,,94296.71428571429,92535.08333333333,101891.66666666667,111823.83333333333,119802.25,129876.07692307692,138376.16666666666,175889.3541666667,186695.7916666667,194203.0833333333,200093.625,198471.9583333333,189392.2083333333,182891.2083333333,185266.95833333334,198294.83333333334,211962.7083333333,226641.16666666666,240378.16666666666
35,Larimer County,173615.20454545456,184240.803030303,199210.92424242423,217719.1590909091,243677.8409090909,258541.46212121213,265097.2237762238,272878.1666666667,276483.5303030303,283945.9090909091,283406.1287878788,273503.8181818181,265617.7954545454,259236.4166666667,254630.61363636368,257094.18939393936,268725.5909090909,283766.86363636365,308109.7045454546,339941.1893939394
36,Las Animas County,60581.583333333336,62744.916666666664,91268.83333333333,90804.2777777778,93177.30555555556,91639.59583333334,95815.34615384616,90276.32222222224,87798.72222222223,91148.47222222223,94547.26388888888,93955.64285714286,90713.69047619046,88551.69047619046,87051.70238095238,89011.7142857143,94546.52380952382,101372.9761904762,108349.10416666667,116068.73958333333
37,Lincoln County,63841.833333333336,65550.95833333333,68027.35416666667,75840.22916666666,79885.75,80338.89583333333,79963.98076923078,81575.95833333334,83289.99333333332,83515.68333333333,82632.26666666666,80801.25,76324.34999999999,74386.20000000001,72369.18333333333,74629.13333333333,80174.61666666667,86283.41666666667,92781.9,102717.31666666668
38,Logan County,72960.94444444444,79933.78809523808,85438.86458333333,91834.46875,98869.33333333333,102061.65625,104710.74038461539,109694.95833333334,113536.84375,114941.78125,116086.8125,116147.84375000001,114699.1875,112213.89583333333,108275.59375000001,111105.22916666667,117859.04166666667,130196.20833333333,145578.54166666666,163543.84375
39,Mesa County,134774.48333333334,142418.7083333333,157621.55833333335,166699.44166666665,169531.48333333334,177587.9318181818,194221.5534188034,211352.34722222225,230352.56944444447,256375.9861111111,287447.5416666666,297183.23611111107,279753.3263888889,253203.37499999997,230712.81249999997,235587.04166666672,232484.88888888888,236560.1388888889,249911.00694444447,263267.2152777778
40,Mineral County,,,,,,,,,,,,,,,,,,242925.0,239164.75,247362.41666666666
41,Moffat County,73639.41666666667,127472.32142857143,106200.52083333333,104099.24999999999,101029.22916666667,105032.5625,109046.98076923077,111227.16666666666,117692.52083333333,124872.99999999999,128491.95833333333,130505.16666666667,131551.0625,128827.54166666667,127443.66666666667,130747.1875,136091.95833333334,147049.27083333334,161280.7708333333,175636.89583333334
42,Montezuma County,120479.29166666666,128173.58333333334,135163.15,149950.93333333335,161259.94999999998,164478.0333333333,163562.6923076923,172600.33888888886,185115.93055555553,187744.34722222225,192138.77777777775,194368.2638888889,192663.97222222222,188749.02777777778,181641.25,180871.4444444444,192313.19444444447,208331.8194444444,226954.75,240841.79166666666
43,Montrose County,91023.95833333334,95237.625,103758.52083333333,109983.50000000001,114420.62499999999,118961.79166666667,123986.73076923075,130463.6875,135030.0416666667,137067.0138888889,144602.43055555553,144470.4861111111,144000.62499999997,143943.5694444444,141450.625,142446.45833333334,151909.52777777778,159751.68055555556,168137.8888888889,172552.69444444444
44,Morgan County,85901.8,92843.16666666667,103075.23333333334,112798.5,125035.66666666667,134049.85,136970.8153846154,145758.3319727891,146800.19047619047,143406.16666666666,139871.25,123662.30208333333,120482.17708333333,114375.70833333334,110758.24999999999,113199.77083333333,122035.41666666667,133163.2395833333,150055.23958333334,165646.95833333334
45,Otero County,,,,,,,71978.66666666667,70044.0,59708.35555555555,60848.73333333332,60715.65,60304.683333333334,59386.566666666666,57512.28333333334,56301.66666666667,56331.38333333334,59813.866666666676,64046.05,69324.03333333333,75020.46666666667
46,Ouray County,168263.33333333334,179442.66666666666,197324.58333333334,217402.83333333334,228552.5416666667,243715.5,249609.15384615384,262206.8333333333,290362.125,325194.25,339501.0416666666,343153.375,335113.4583333334,321750.875,314409.375,317914.3333333334,334405.875,356617.9583333334,376844.625,396263.375
47,Park County,124899.27083333333,132908.58333333334,144624.4791666667,163617.20833333334,176358.44791666666,183412.36458333334,188102.74038461538,195252.84375000003,206443.95833333334,214209.9166666667,219861.125,217588.22916666666,212494.84375,207440.53125000003,200719.40625,202165.5625,214352.71874999997,231363.52083333334,251667.04166666666,272670.1458333334
48,Phillips County,,,,,,,,,,,,,,,,,,90268.27777777778,99593.75,110578.04166666666
49,Pitkin County,552223.5,476807.52222222224,507021.7777777778,572304.9444444444,625104.6944444444,555844.5416666666,554271.2884615385,567533.1666666666,597192.5208333334,621985.625,637459.9583333333,567666.4166666667,565536.1166666666,559031.1666666667,555850.0,571859.0,611702.95,665585.25,731479.7,778772.9333333333
50,Prowers County,31330.25,35991.23611111112,35766.71666666667,40560.3125,45587.04166666667,47995.604166666664,49234.711538461546,51669.72916666667,54346.0625,55663.354166666664,56641.4375,48236.08333333333,46227.38333333334,44822.01666666667,43374.333333333336,43783.58333333333,46476.85,50551.23333333333,55917.75,60739.88333333334
51,Pueblo County,98295.60416666666,99200.64583333334,103929.15,110311.68333333332,116178.2,115781.50694444445,122001.8717948718,124690.19444444444,130393.26388888888,139693.58333333334,140007.30555555556,135073.4861111111,134231.43055555556,133036.5555555556,125208.44444444444,122623.43055555556,120800.13888888889,120165.94444444445,128493.65277777777,139639.04166666666
52,Rio Blanco County,,,,105701.375,116031.45833333334,120143.625,121858.1923076923,126359.95833333333,128867.25,135782.25,143178.5833333333,149293.7083333333,151078.4583333333,149145.33333333334,148480.91666666666,149473.54166666666,160583.5833333333,172705.6666666667,190692.5,210152.375
53,Rio Grande County,69088.58333333334,75230.83333333334,105488.25,106246.08333333333,112544.69444444445,116461.19444444445,119528.6923076923,125151.7222222222,132048.41666666666,138659.02777777778,138564.47222222222,139487.02777777778,135771.0,132294.5,128983.13888888889,130619.75,139924.41666666666,149205.86111111112,161241.6111111111,172016.75
54,Routt County,144568.85714285713,155051.7380952381,162190.32142857142,181509.75,193982.36904761902,201845.00000000003,209523.3846153846,219091.11904761902,230794.5,243840.8452380952,266235.72619047615,336971.125,316832.9583333333,305946.5208333334,292600.9270833334,291194.1145833334,301728.31250000006,322220.8229166666,343634.7395833333,358156.3958333333
55,Saguache County,42280.916666666664,43930.666666666664,69658.41666666667,77527.94444444445,87221.13888888889,88393.13888888889,91025.41025641026,81355.29333333333,84265.95,86656.88333333333,88506.21666666666,89593.3,88706.66666666667,86601.65000000001,85491.6,85441.3,91124.19999999998,100412.68333333332,107875.05,116696.51666666665
56,San Juan County,,,,,,,,,,263150.4,262514.9166666667,257089.41666666666,249210.33333333334,239987.25,231539.5,222969.33333333334,230775.91666666666,245153.33333333334,262751.25,255709.41666666666
57,San Miguel County,290230.0625,308730.4791666667,342308.4375,387036.4166666666,424261.9166666666,447200.3958333333,464821.5769230769,488194.9583333333,529115.9375,562222.7708333334,580140.125,587154.9583333334,576959.4375,554406.6875,525146.6666666667,524355.1041666667,548860.6666666666,540694.0066666666,489113.4047619048,519019.59523809527
58,Sedgwick County,,,,,,,,,,,,50837.416666666664,47571.666666666664,43227.75,35322.04166666667,35501.63888888889,35994.5,39410.916666666664,43391.22222222222,47329.416666666664
59,Summit County,,,223403.22685185182,250463.1111111111,263095.22222222225,273138.8888888889,281645.8205128205,294136.13888888893,304849.65,328434.75,347014.55000000005,380908.90277777775,381781.73611111107,368254.8611111112,355545.0833333333,358523.02777777775,369329.6666666667,389929.84722222225,406747.27777777775,447647.15277777775
60,Teller County,103601.83333333334,109636.1,117109.48333333332,127863.41666666667,135530.63333333333,140564.31666666665,143391.70769230768,148258.1333333333,153925.36666666667,160435.81666666668,167771.03333333333,168542.61666666664,164747.63333333336,160741.55000000002,156623.96666666665,158510.21666666667,168053.26666666666,180082.53333333333,194769.43333333335,211584.01666666666
61,Washington County,,,,,,,,,,,,58917.0,58473.166666666664,56912.083333333336,54184.333333333336,58249.0,64038.916666666664,64225.083333333336,86096.75505050505,97781.52777777777
62,Weld County,164598.6234567901,173410.19135802466,190099.42592592596,205095.79320987655,225987.3240740741,242347.72586206897,249662.18567639258,255429.6408045978,259773.36494252871,258286.382183908,248158.97126436784,228727.4166666667,218623.83333333328,212775.84770114938,206673.32758620687,213706.408045977,229602.8304597701,254511.4885057471,284179.5890804598,307618.5373563219
63,Yuma County,,,,,,,,,97012.41944444444,97817.89583333333,97916.24999999999,99353.50000000001,97725.47916666667,98335.56944444445,99034.9761904762,102651.14285714286,110623.4761904762,120436.29761904765,131109.80952380953,147907.7023809524
