,RegionID,RegionName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03
20,31,Minnesota,21,189200,183500,179200,174200,173200,172100,174100,173100,172100,168700,166200,163300,160000,153100,150000,148400,152400,155000,158800,159800,160100,160100,159900,158600,156900,155700,153500,151500,152500,153300,153700,152200,152900,153900,152100,149400,144300,139800,136600,136500,139100,139800,139800,139800,139700,139700,139900,138600,138700,138500,141000,143600,147500,150700,153100,153300,154100,155700,156400,155400,154300,154500,157600,160400,164600,167200,168800,169700,170900,171100,169700,168200,167500,167500,169700,171700,174700,176600,176800,176800,176700,179500,180400,182500,183700,186700,187400,188000,187900,188300,189300,189300,190900,192100,194100,194100,194000,194600,197000,198000,198800,198700,200200,201400,202000,201900,202000,202700,204500,205800,207600,207900,208700,209000,210600,211800,213400,213600,216600,220100,223900,224100,222600,221400,219800,218100,217900,221000,225300,227500,229000,231500,236300,237100,237800,235600,236700,236800,238400,240600,243100,245800,249200,253800,
21,10,Colorado,22,201300,198800,197200,196500,198300,200000,199400,197100,191100,185500,178300,175500,175600,179500,182700,187000,190500,196700,197800,200300,197700,198900,197300,197800,197500,198200,198200,196800,198900,203100,206900,207200,204800,203700,199100,195700,191400,190300,190600,190600,191500,192500,194600,194800,195600,195100,194500,190700,191800,197100,205900,212100,215900,219000,220600,222300,222700,223200,221900,219800,220400,225300,230000,233400,234200,234900,235400,235400,235200,234400,232900,232300,233400,236800,240500,242400,244400,246100,248800,250000,252300,253400,256400,257300,260900,262800,266400,267400,269300,270800,272700,274900,277400,280100,282800,283700,284800,285300,288700,291900,296200,298600,301000,303600,306000,308400,309700,312100,314100,317500,318700,321100,320300,323200,324800,329400,332400,336800,338300,341200,343300,349500,351100,352200,349500,351000,351800,353400,354300,356500,358200,360600,361000,363700,366100,366500,366700,366900,370600,373200,376200,378500,381800,383500,388700
22,4,Alabama,23,122400,122800,119400,118400,116300,116200,112500,109900,106300,106300,105200,108900,110300,111400,111300,112700,114900,114100,112400,113100,114900,118200,118500,117200,114500,111500,110500,109200,106300,104200,102800,103200,104100,105800,106800,107600,104300,103200,103000,105200,105900,107000,105900,107900,105200,106100,105300,106800,107400,107200,109300,110900,113800,114400,114300,113100,112100,114000,115200,115700,114000,111700,112500,114500,118200,119800,119100,118900,118100,119400,118000,117200,115600,115200,115100,115800,117200,119900,120800,122300,122600,122200,122400,123200,124700,125500,125700,125500,125200,122900,122400,121600,121900,122900,124000,126000,126100,128300,129600,131900,132500,132200,131200,131500,132300,132900,132600,131700,132800,132800,134300,134200,136000,137800,139700,141200,142400,144400,147000,152700,155300,154900,150100,146700,145300,144300,147100,147800,149600,148400,151000,153800,155800,156400,155800,155200,153500,154500,156500,160100,163900,167400,169300,168800,
23,51,South Carolina,24,134300,136000,134800,134000,133400,132800,131700,129300,126500,124400,123100,122700,122900,124500,124200,124300,125100,128000,128600,129200,129400,131000,130600,128600,128100,128400,128400,125700,122800,123700,124800,126000,126900,126400,127200,124800,123600,120500,119600,120000,123100,125600,125200,123500,121000,122200,122600,121700,120500,119600,122900,125300,126700,126200,127100,126900,127300,127400,128900,130100,128400,129300,130700,133500,134600,134900,134700,134300,134500,134200,134200,133100,133600,134600,136700,139800,141400,142200,141200,142100,143600,145400,144600,144800,146800,148200,148500,148700,152000,154400,155600,156000,154600,156000,157300,158600,158200,156800,158200,158400,158800,159100,159800,160400,160000,158900,160000,163100,164800,165700,164200,163800,162800,163200,164600,165300,167700,170200,174200,176800,177900,177600,176100,175600,174300,174000,176100,178000,179400,179100,179600,180700,181400,183700,184800,185400,186300,187500,188000,186800,187100,190400,193500,197000,
24,25,Louisiana,25,137100,134900,137300,136800,139900,141200,140400,139500,137300,136500,136100,139900,141900,142400,140800,141900,143600,143200,143100,143600,146200,144800,143600,142000,142000,141100,140900,141700,140400,138400,136000,137800,140900,143200,143400,140000,135500,132000,131900,136100,137200,138800,137100,137700,136600,135000,134000,132300,132200,134400,136400,139300,138900,138700,139600,142100,144700,142600,141800,141300,144400,145100,145500,143400,143800,144400,146200,146000,145500,146600,145300,144500,144900,146100,146700,146300,147000,149300,151100,152000,152400,152900,154100,155300,156000,157800,158100,159000,158400,156900,156700,156500,156300,157200,158900,161500,161600,160400,160800,161300,162600,162300,162700,163900,164700,163600,162100,160900,161900,162900,164300,164900,166000,166700,166500,167200,168000,169600,171000,172400,171200,169600,168400,169100,168300,168000,168200,167800,170800,169400,170700,167500,168400,168200,171300,174900,177300,177100,175700,175600,178000,179600,182400,182900,
25,24,Kentucky,26,116700,115200,114000,112300,111900,112300,111200,110000,105800,102800,103800,105600,107300,107600,108200,109700,110700,112400,112900,113900,114500,113900,111900,109200,111400,113300,115900,115100,112400,110200,109400,109400,111400,113100,115200,114500,112100,110900,110000,110600,111200,111400,111300,110600,110500,108800,108400,107400,109800,112000,114600,116400,117500,118200,118200,118900,118400,115900,113700,112300,113600,114300,115600,115800,116600,116700,117100,117100,117700,115700,113800,112200,112900,114500,117700,121000,123200,124100,124200,125100,125700,126300,126700,127400,130200,131100,132300,132500,132900,133300,133000,134700,134300,135900,136800,137300,137000,136000,137200,137600,139600,140000,140400,140300,140400,139400,139400,140200,141400,142100,141800,142900,144000,144600,146100,146000,146900,146500,147400,149600,149700,150400,147900,148100,147300,148600,149500,150500,151800,153100,154400,155600,156500,156500,156300,156600,158500,159300,160500,162100,163500,165200,166500,170100,
26,46,Oregon,27,253100,247200,242800,241100,240800,239000,234500,233700,230800,229400,228700,229700,227200,221100,213500,211700,210600,212300,210000,210400,210200,211700,211100,209600,210500,209200,207500,203600,201900,202000,202600,202500,200800,199900,195900,190500,185100,181600,180400,180800,183500,186800,188500,189100,191400,189600,188000,183600,182900,182800,184900,191300,195600,198500,200300,203700,208200,207600,207300,204800,207400,213100,221200,225600,227900,228000,230900,231600,233100,231700,231200,231200,232000,233200,234000,235400,237100,239300,240200,241500,241300,242600,243200,244500,246100,248700,251000,253100,253300,253400,253100,254500,256300,258800,261000,262000,264100,266300,269900,271400,270600,272700,276500,281200,284400,287200,289900,291000,291600,292300,294000,295400,297700,299500,301600,303500,306300,309100,313000,315900,317300,319000,318200,320700,321100,324300,324400,325900,325700,326800,328500,333200,335700,335400,334700,336000,337200,337300,337300,341300,346000,350900,355000,359600,
27,45,Oklahoma,28,97000,98700,98100,102200,102400,104400,101600,101600,97400,95000,92300,95300,99700,101900,102300,104200,106100,106100,105000,105200,106300,104400,101800,99800,101800,106200,107700,107400,102800,99800,98800,99800,102200,103100,103200,104200,101200,101000,99900,101700,104600,106100,107200,107500,106200,107900,104100,105200,103900,108400,109700,110400,110400,111900,114700,117100,118000,117400,116700,116000,116500,117600,117700,118300,118600,119800,121100,121100,121400,121600,120100,119000,119400,122100,123700,123700,124600,125500,126000,126200,126500,126800,125200,125600,126500,128600,129200,129800,130100,130400,130500,130800,130900,130300,131300,130700,129800,128200,128500,129300,129900,128600,129100,129400,131400,132000,132600,133200,132900,133400,133800,134400,133700,133000,132100,131400,131200,131700,132100,133400,134000,134100,134400,134700,134500,134100,134600,137600,139200,140300,140900,144300,146700,148300,147000,147000,146900,147000,147700,149400,151400,152600,151600,154900,
28,11,Connecticut,29,267300,265600,255800,243100,237100,237800,238400,237000,233100,230300,228900,228900,231900,228000,223200,216300,215700,216000,217500,220400,224800,229600,234000,239400,245600,244100,235600,225500,222400,228900,231500,238100,239900,245600,247300,246000,242900,240400,236200,234600,227500,227400,228100,226400,223500,217300,221100,221900,225400,226800,226300,225900,224400,224000,221100,220600,220700,223300,220000,217000,217800,222400,228300,229400,230100,233800,232800,231900,227000,227000,226700,226100,221100,219600,220400,223400,223100,221700,220700,219800,221700,221000,219400,216700,219400,221000,221500,219800,220800,219500,219800,218500,216200,214800,216000,221200,222800,223200,221400,222300,219100,219600,220600,224100,223500,222600,223600,226400,227100,226500,224100,224300,223500,225600,224800,229300,230400,232600,235300,239400,245600,245600,241500,237100,234400,237200,236500,235900,234700,235300,235500,234200,239000,241400,245900,241100,239000,237300,238400,240700,243400,251000,255000,258600,
29,19,Iowa,30,116200,117400,114200,111900,112000,111800,111200,111500,112300,113300,112600,112100,111600,111200,110600,112100,112800,113100,110200,110500,110600,110900,109000,107300,109100,112000,113500,112600,109300,108600,109400,112400,113500,113500,111400,107700,105300,104800,106400,108400,110900,113400,112100,113000,110500,111200,107600,106600,107700,110400,114300,115500,116900,117100,115700,116000,117100,119800,118500,117500,116900,119900,121100,123300,123300,123700,121500,122200,122000,120500,117700,114800,116300,117200,120400,121000,123100,124400,125900,125100,125200,125100,126700,126700,129300,130400,131500,130300,130300,130000,130100,129600,130700,131900,133500,135100,134700,134800,132900,134300,134200,134900,134700,135800,136500,136900,137200,136900,137600,137900,138300,137200,136800,137600,138600,140000,139700,137400,137100,139500,142200,141600,141200,142100,143800,143700,143800,144100,144900,146000,147100,148600,150200,151600,151400,152300,151300,153100,154400,155500,155600,156600,159300,160300,
30,34,Mississippi,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142800,143200,142900,142700,142000,143100,144400,145500,146000,145200,145800,147700,148800,148300,147200,148300,150000,152800,153100,152300,152100,152800,154400,154100,154600,155400,156700,157400,158200,158700,159600,160300,159400,160100,160700,162100,162800,163300,162800,163100,163000,163400,163900,168200,171200,175300,
31,6,Arkansas,32,116200,117300,115400,115500,114800,113700,111400,110200,108100,105800,104900,106700,109900,111200,110800,111100,114100,115900,117500,117100,117500,115900,113800,114400,115200,116000,117100,116400,116100,113700,115000,114800,114100,114600,114500,113700,110900,111800,112400,110700,108800,108400,110300,110300,111300,115600,116500,118600,116200,118700,119500,121500,122100,122300,124700,125700,125100,123000,123900,124000,124400,124300,124500,125000,124700,125800,125500,124100,122000,121000,119600,118800,118100,117800,118000,118300,119800,119700,120300,120700,121300,122600,122400,127200,127600,130000,128100,128000,127700,127700,128400,127900,126300,125600,125900,127000,127700,127500,129500,129300,129800,129900,130200,131100,131700,132600,133700,134400,133900,133700,132300,133200,132600,133400,133700,135400,137400,137600,138000,139200,140500,139900,137900,138300,138900,138300,137600,137800,139800,140700,142300,143000,142800,141300,142100,143800,146800,147300,149800,151100,154200,154300,154700,156800,
32,23,Kansas,33,148200,148100,149000,146100,144000,141300,142900,143500,142000,139800,138000,140700,142200,145500,143800,142200,142200,143900,145200,145400,144900,143200,144900,145200,149100,149400,148200,144900,141400,142200,144500,144400,146100,145800,145500,142600,142400,142900,141100,138900,138300,140000,141300,142600,142000,141800,141200,145700,147000,150300,146300,146000,144700,146300,146800,148400,148200,149100,148300,150000,151900,153100,153500,153900,153200,153400,152100,151900,151300,151700,152200,152500,150800,149500,148800,151200,153400,154400,155700,156600,156400,155400,156700,160000,162200,162200,161200,160600,159600,159400,159300,159600,160800,161000,159900,158300,158100,160800,162400,163300,164200,164200,163300,162100,162600,164400,164600,164400,163800,163500,164200,165900,168300,170300,171900,169900,169500,168000,172200,174800,176700,175900,175300,174500,174800,173800,174700,176200,178100,180200,183100,183500,183500,181400,184300,189100,191900,191500,188600,188600,191000,193100,196900,198700,
33,55,Utah,34,212300,209600,206500,204200,202000,201800,201700,203600,205200,205500,209200,209700,210900,205700,202300,199700,197300,197000,195600,196000,194100,197300,200700,202200,198800,191500,186200,186300,189700,195300,192400,188700,186000,186800,187700,185500,182300,177800,174400,172900,172700,173100,172300,173200,173000,175200,174500,176700,175800,179000,179100,180200,180400,183100,185600,187700,190900,194200,196400,196600,197400,198800,201500,204200,206500,207000,208300,208100,208000,209400,209600,210900,210700,209300,208900,207800,210800,212000,212300,213300,215100,217900,218700,217700,219100,219000,221400,221700,223900,224200,225400,225800,228500,229700,230600,231400,232500,235400,236900,239000,239900,241800,243400,243800,244000,245500,249600,252200,253400,254700,255900,256900,257200,259300,261400,264600,267200,269600,272000,275400,278400,280500,281000,284300,286300,288400,290000,294000,295700,296300,297500,300300,302100,302400,303700,306100,306600,309800,313100,316800,318500,322000,325600,330100,
34,42,Nevada,35,245600,242800,237800,229900,221700,210500,201600,193100,185000,178100,168900,161200,152800,144900,138600,133600,131000,128600,127500,128800,130500,131800,131800,131000,130700,132000,133600,133800,131300,128800,127500,127100,126700,125600,123500,122400,119500,118200,116600,115300,113900,111300,111700,113100,115000,114600,113600,113100,114400,116800,118600,120600,122200,124800,127500,131100,135400,139400,141200,142500,145300,149800,154000,157600,161400,164700,166800,168400,170400,172000,172600,173100,175500,177500,178900,174100,174700,177400,183600,186200,189700,192700,192900,193900,194900,198300,198400,197100,199900,202000,207000,206100,206800,206500,208500,210200,210500,209800,210400,209800,209300,207000,208600,210300,213400,215500,219600,222400,226400,227600,231100,233900,238200,240500,243800,246500,249700,252200,253900,256800,259700,264300,268100,270300,270000,270600,271700,274400,275400,277800,280100,281500,282700,280900,281900,281500,282500,282400,285400,288700,291500,294100,295900,299100,
35,41,New Mexico,36,186500,184400,180900,182000,183800,183900,180900,179100,176400,177400,178100,182300,184300,183200,179500,176300,174700,174800,174500,174500,173500,173600,177100,180100,181800,178500,175100,172800,175700,179100,179700,178000,175600,177300,175500,176300,171900,171000,166600,167700,168600,169100,167900,170600,171700,174100,172100,172300,168100,166900,166800,168700,167100,165600,166400,169500,170900,172300,170000,172100,172900,171100,168300,166000,169900,173000,174400,172600,170600,174300,175700,175700,170300,168500,169400,169600,171500,171900,172700,174400,174900,176600,174300,173400,172900,173700,175000,177500,177600,177600,175300,177500,177300,178100,177400,177300,178200,178700,180800,181600,180400,179500,180600,183200,183600,183100,183700,185000,184800,187200,187300,188300,186300,185700,186300,184800,186200,183900,185900,186800,189200,190100,189700,190000,189700,190400,188700,187800,189700,193800,196600,197100,197200,200700,204200,209900,210500,210500,207400,210000,210500,213600,215600,220300,
36,61,West Virginia,37,100900,102900,106800,107000,104500,104500,103700,100800,99100,93100,95900,97700,102900,103600,102700,104000,106200,108600,109000,106900,105400,102800,105200,100000,98800,96200,100000,101200,96900,92600,92000,93800,95800,96300,102500,101000,98000,95500,97500,98900,94900,95500,96000,99500,97000,98300,97500,98200,98600,100100,104500,104800,103700,102900,105800,106200,107000,106100,105200,105700,106000,109700,110700,112300,114400,116100,117500,113200,111700,107300,109600,106200,103400,102500,107800,111200,113400,114900,115500,111900,113000,114500,122700,125400,131200,133600,132400,133000,130700,131700,132000,129900,129600,130000,133600,134100,135100,134100,134100,133300,134400,134400,131900,131300,131400,133700,133500,133300,132500,132300,132400,131700,132700,132000,133200,132300,133100,132400,136900,136800,137400,133100,133200,130700,130300,129400,132000,134400,137800,138200,136500,134500,136000,138900,141600,142500,142300,142800,143700,143500,143500,142200,145300,145400,
37,38,Nebraska,38,124900,125800,124200,121900,120300,120000,120200,120200,118300,116200,115000,117700,121000,122800,122200,121100,120600,121600,123300,123800,121700,120400,119400,120300,122900,124700,125100,121900,119500,120500,121700,122600,123400,125200,125100,123600,120700,121600,121100,121300,120600,121600,121900,122500,123900,126300,125000,123500,123300,126200,126900,126500,127300,129200,131000,131400,130100,131000,130100,129100,127200,127200,128500,130300,131700,132400,132300,132600,132500,132000,129200,129800,130300,132700,132200,132300,132300,134300,134600,136100,136200,138500,137700,138400,137500,137700,138500,140000,141900,142100,142500,143500,143500,146000,146400,148400,147300,146800,145900,145200,145600,146800,147700,148100,148900,149700,151500,150500,151100,152200,154500,154600,155100,155200,156200,155900,156600,156600,157400,158900,160600,163200,164800,166500,166500,166200,166900,167800,170700,172300,175400,177100,179800,180100,180600,178800,178300,176400,177900,179200,182100,183800,183800,186000,188400
38,20,Idaho,39,179600,177100,172900,171300,168300,166900,166200,168000,167000,164900,163800,166200,164200,160400,154500,152900,151600,151100,151000,149200,148400,148800,151600,151300,148900,145000,143400,140900,139500,139700,139900,139800,137900,136400,134900,133500,130100,127300,124900,125200,125200,125500,126700,127700,129300,129400,128300,130400,130400,133800,134900,138700,141700,143200,144500,143400,145800,147800,150800,149400,150500,152200,155200,157700,158700,159800,159100,159700,160400,163400,163800,163700,161500,162000,162700,163800,164100,164700,164400,165400,167300,168900,170100,170300,172200,173900,175500,175600,176600,177400,178600,179200,179900,182600,183300,185300,184800,185900,185500,186500,187100,188900,191100,194600,196100,197000,197900,198400,199000,199100,201400,203100,205900,208500,211300,213400,215000,216800,219600,222900,229500,231900,234100,233200,235300,236200,237400,238300,239800,242300,245800,249200,249900,251900,254100,258400,260200,261300,263600,265700,268500,271600,277800,285100,
39,18,Hawaii,40,408200,392800,385400,382500,402100,411700,402100,404200,397800,413100,393100,390400,385900,385900,390700,388900,395600,383600,375000,376400,382500,398100,388600,390400,382300,383300,384100,380300,391400,384300,394700,393800,398600,396800,382200,388100,376100,382500,375500,371000,362500,349500,358900,370600,404700,415400,406600,392500,382100,385100,379700,381500,384600,387700,392900,400300,414800,423400,425600,420300,422900,424500,427400,430300,424100,425600,420700,423200,416700,419400,428400,435300,444400,440600,437700,429500,429900,430800,441500,439300,440100,430100,434000,427600,431800,440200,454200,447300,444200,447700,461000,468300,472000,473300,463300,467300,469600,486400,476900,479400,481900,488300,490400,502400,508200,511100,507500,508300,500600,493200,493600,509100,516500,521400,523500,528900,529300,526700,519700,522500,524100,525200,529800,528700,535900,532900,538400,541200,548300,561600,560600,557000,554000,558700,568800,566700,575300,569400,571400,573900,577900,591100,593500,608900,
40,28,Maine,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194600,197100,198600,203600,202500,206700,209200,213500,211400,210800,208800,213400,214400,217800,216600,215700,215200,215600,217800,217000,221700,222400,226400,224000,225200,225600,226600,229400,228900,230600,228100,233500,238500,241500
41,39,New Hampshire,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243200,243200,242000,241900,245600,249000,251500,251600,249300,248200,251200,254400,256200,255800,256300,257300,257000,259700,260100,262000,259800,262200,262000,265400,266800,266900,269500,270200,273600,275400,280000,280500,282800,284300
42,50,Rhode Island,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232800,232000,236400,240300,240200,242100,242700,241500,243900,247100,251800,251500,247100,240700,237800,241100,247200,249500,249100,248600,249200,250900,256800,259500,257200,254600,253900,263000,264500,270800,269200,279500,280800,286600
