,RegionID,SizeRank,RegionName,RegionType,StateName,1/31/1996,2/29/1996,3/31/1996,4/30/1996,5/31/1996,6/30/1996,7/31/1996,8/31/1996,9/30/1996,10/31/1996,11/30/1996,12/31/1996,1/31/1997,2/28/1997,3/31/1997,4/30/1997,5/31/1997,6/30/1997,7/31/1997,8/31/1997,9/30/1997,10/31/1997,11/30/1997,12/31/1997,1/31/1998,2/28/1998,3/31/1998,4/30/1998,5/31/1998,6/30/1998,7/31/1998,8/31/1998,9/30/1998,10/31/1998,11/30/1998,12/31/1998,1/31/1999,2/28/1999,3/31/1999,4/30/1999,5/31/1999,6/30/1999,7/31/1999,8/31/1999,9/30/1999,10/31/1999,11/30/1999,12/31/1999,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020
10,40,10,New Jersey,State,NJ,162226,161928,161712,161304,160982,160690,160483,160424,160463,160561,160638,160743,160992,161360,161814,162194,162627,163134,163645,164058,164408,164724,165160,165632,166031,166379,166607,166928,167177,167473,167759,168161,168687,169391,170035,170713,171322,172103,173003,174022,175147,176268,177510,178546,179529,180410,181613,182949,184422,185799,187171,188540,189856,191229,192622,194208,195861,197509,199067,200609,202187,203976,205777,207706,209594,211542,213464,215323,217261,219340,221432,223501,225577,227753,230028,232290,234599,237003,239559,242542,245804,249261,252654,256046,259424,262708,265873,268953,271997,275086,278219,281246,284035,286580,289123,291823,294733,297821,301177,304498,308150,311788,315667,319545,323467,327436,331362,335259,339172,342777,346262,349958,353824,357902,361896,365965,369916,373979,378016,381933,385168,388090,390586,393052,395177,397010,398167,398537,398453,397787,396978,395702,394359,393188,392679,392487,392069,390813,389128,387342,385743,384308,382827,381153,379365,377510,375032,371941,368381,365293,362575,360037,357333,354312,350974,347838,345202,342666,340211,337426,334970,332660,330753,329216,328061,327388,326997,326811,326280,325681,324917,324578,324236,323808,323019,321701,319873,317711,315694,313738,311814,309723,307492,305331,303087,300969,298814,297114,295630,294198,292448,290631,289014,287910,287223,286476,285740,284757,283965,283142,282824,282889,283319,283896,284607,285176,285618,285987,286742,288064,289731,291530,293048,294424,295799,296940,297928,298460,299524,300585,301626,302169,302483,302618,302501,302292,301946,301890,302158,302931,303158,303457,303527,303851,303944,304091,304446,304828,305353,305716,305700,305691,305622,305836,305942,306403,306968,307508,307940,308523,309065,309658,310457,311108,312212,312903,314227,314940,316067,317290,318724,319973,321196,322415,323821,325253,326492,327903,328675,329679,330222,330992,331908,332895,333829,334374,334667,334851,335165,335515,336056,336638,337359,337878,338218,338581,339024,339786,340642,341625,342527
11,56,11,Virginia,State,VA,121528,121466,121467,121432,121372,121295,121235,121282,121393,121556,121688,121821,121890,122036,122133,122305,122436,122593,122796,122956,123157,123297,123549,123755,124109,124383,124683,124848,125233,125636,126019,126323,126479,126700,126862,127208,127513,127900,128307,128871,129397,130059,130679,131262,131889,132542,133275,133973,134738,135623,136490,137299,137992,138627,139389,140302,141288,142251,143234,144289,145393,146348,147354,148328,149437,150470,151528,152535,153599,154679,155872,157053,158278,159529,160787,162090,163320,164680,165982,167378,168756,170219,171698,173193,174670,176216,177748,179316,180821,182324,183887,185511,187254,189316,191511,193778,195978,198460,201146,204018,207132,210613,214457,218556,222620,226364,229813,233472,237359,240990,244681,248640,253283,257720,261843,265522,269375,272962,276452,279302,281941,284436,286764,288433,289338,289918,290596,291035,290786,290287,289825,289748,289579,289520,289382,289439,288967,288007,286568,285375,284416,283439,282170,280394,278534,276395,273941,271119,268350,266164,264024,261748,259455,257534,255731,253913,251806,249865,248068,246490,245208,244034,243307,242643,242025,241331,240991,240900,241172,241361,241646,241928,242104,241881,241126,240276,239534,238849,237904,237002,236055,235082,234011,233107,232318,231803,231415,231263,230903,230415,229879,229597,229346,229462,229660,229961,230325,230660,231107,231402,231859,232632,233665,234494,235320,236021,236904,237680,238394,239082,239869,240821,241884,242639,243328,243956,244832,245445,245921,246220,246469,246821,247174,247433,247557,247800,248067,248358,248341,248759,249195,249635,250010,250297,250625,250931,251309,251705,251975,252272,252667,252733,252866,253244,253990,254723,255400,256062,256782,257445,258283,259241,260201,261285,262127,263042,263624,264370,264977,265724,266404,267196,268089,268787,269655,270166,271021,271671,272704,273600,274512,275151,275706,276254,277010,278025,279011,280067,281002,281957,282774,283613,284512,285546,286650,287705,288502,289151,289719,290382,291002
12,59,12,Washington,State,WA,140993,140998,141021,141078,141200,141529,141919,142391,142779,143255,143828,144480,145022,145599,146250,147154,148086,148737,149338,149791,150342,150912,151512,152253,153431,154641,155822,156480,157177,157913,158836,159958,161353,162543,163565,164322,164727,165195,165710,166707,167521,168655,169549,170523,171288,172373,173524,174573,175528,176498,177443,178372,179399,180201,181117,181790,182499,183020,183663,184438,185377,186263,187095,187849,188497,189200,189788,190521,191195,191996,192702,193640,194355,195118,195696,196230,196619,196996,197539,198105,198730,199361,200112,200599,201288,202026,203098,204095,205194,206148,207162,208326,209666,211071,212322,213694,215233,216931,218537,220197,222123,224218,226199,227947,229808,231905,234369,237215,240198,242805,245613,248572,251873,255669,259852,264495,268903,273056,277251,281217,284853,288630,292070,295717,299133,302330,305284,307786,310168,312501,314353,315789,316916,318229,319941,321967,323499,324311,324311,324407,324248,323334,321915,320546,319219,317831,316108,313786,310878,307875,305085,302043,298896,295945,293058,290040,287576,284719,281674,277428,274000,271263,269674,268325,267165,266505,266150,265796,264399,263000,261794,262013,262381,261691,259715,257069,254821,252282,249804,247353,245451,244051,242145,239829,236411,233830,231585,230164,228522,227036,225575,224405,223678,222635,222330,222188,223142,224256,225665,227055,228496,230203,232237,234260,235842,237635,239792,242298,244853,246836,249030,251106,253454,255280,256701,257973,259521,261382,262455,263422,263940,265477,266735,267836,268634,269982,271536,273355,275363,276890,278872,280687,283249,285232,287207,289758,292461,295244,297849,300397,302743,305492,308215,311009,313396,316029,318986,321649,324450,326964,330036,333073,336139,339095,342089,345467,348888,352435,356051,359492,362571,365811,368840,372475,375952,380054,383815,387365,390089,392229,393659,395069,396870,398764,400240,400882,401564,401834,402161,402276,403121,404490,406338,408416,410440,412493,415000,418034,421340,424910,428896
13,26,13,Massachusetts,State,MA,153060,153050,153162,153367,153604,153859,154230,154726,155196,155763,156314,156911,157053,157301,157494,158042,158662,159349,159983,160655,161418,162218,163007,163966,165411,166914,168446,169627,170780,171962,173036,174145,175372,176678,178212,179439,181176,182998,185105,187099,189061,190972,193217,194918,196692,198117,199792,201835,203835,206153,208172,210266,212371,214546,216820,219593,222556,225579,228406,231320,234223,236981,239799,242690,245635,248721,251724,254866,257613,260490,263282,265987,268559,270977,273572,276163,278931,281840,285151,288374,291768,295492,299369,303139,306409,309652,312843,316117,319297,322258,324632,326996,329290,331582,333901,336405,339150,341817,344395,347002,349666,352483,355671,358916,362241,365100,367799,370348,372855,375827,378488,381056,383046,384503,385829,386776,388119,389313,390324,390410,390181,389155,388268,387178,386211,385143,383328,381351,378753,376568,374221,372399,371090,370215,369536,368443,367018,365353,363866,362539,361419,359891,358386,356704,354577,352178,349602,347208,344988,342970,341034,339039,336671,334287,331779,329244,326786,324356,322115,320104,318771,317712,317197,316851,317232,317731,318465,319158,320159,321521,322655,323553,323693,323631,322888,322000,320583,319403,318241,317476,316512,315041,313152,311383,309809,308756,307832,307104,306184,304887,303458,302123,301164,300181,299940,299993,300656,301026,301534,301971,302591,303786,305617,307762,309358,311786,313900,316171,317875,319690,321738,323886,326581,329067,330991,331982,332963,333574,334854,336302,337722,338880,339652,340501,340832,341036,341586,343184,345283,346998,348132,348385,349034,349721,351337,352998,354521,356153,357142,357995,358944,360751,362527,364546,366310,368063,368941,370011,371748,373742,376118,377983,379586,380500,381675,383724,386087,388662,391253,393218,395206,396721,399018,400977,403098,405588,408095,409870,411065,412322,414051,415617,416513,417447,418049,419150,419700,420042,419950,420074,420298,420754,421042,421800,423010,424467,425831,427214,429121,431279,433883
14,22,14,Indiana,State,IN,109862,109872,109445,109129,109017,109315,109511,109339,109211,108301,107427,106246,105703,105095,105015,104616,104184,103989,104069,104541,104335,105148,105844,106892,107132,107315,107571,108044,108055,106573,104876,103764,103895,104257,104585,105091,105248,105343,105222,105130,105187,105809,106421,105980,105148,103707,102669,101339,100772,100673,100677,100393,100229,100274,100621,101183,101641,102263,102870,103541,104010,104103,104217,104402,104653,104798,104846,105099,105306,105637,105776,106023,106042,106153,106143,106219,106293,106464,106608,106621,106658,106750,106952,107133,107236,107338,107444,107697,107870,108047,108203,108432,108708,108970,109220,109453,109616,109739,109953,110248,110632,110901,111174,111519,111863,112243,112587,112972,113843,114805,115841,116381,116858,117342,117865,118277,118622,118876,119137,119342,119309,119262,119126,119255,119449,119766,120090,120421,120789,121142,121354,121540,121611,121735,121788,121942,121972,121936,121836,121812,121784,121755,121885,122101,122270,122265,122178,121957,121768,121574,121442,121207,120929,120697,120378,119896,119503,119107,118867,118544,118308,118048,117728,117442,117253,117096,117055,117067,117050,117107,117064,117147,117097,117059,116889,116590,116134,115665,115193,114837,114527,114158,113806,113363,112974,112642,112524,112602,112735,112789,112780,112653,112500,112385,112376,112441,112548,112567,112546,112469,112483,112619,112656,112754,112846,113081,113257,113487,113723,114031,114306,114590,114828,115018,115331,115690,116110,116470,116881,117229,117544,117817,118193,118571,118934,119296,119674,120042,120311,120545,120762,121070,121364,121662,121803,121974,122209,122476,122828,123211,123740,124201,124549,124832,125213,125749,126441,127099,127763,128367,128880,129314,129747,130351,131091,131917,132722,133461,134065,134741,135388,136257,137086,137965,138623,139352,140202,141189,142083,142989,143979,144915,145690,146256,147015,147935,149013,149778,150444,150996,151736,152389,153022,153672,154467,155321,156054,156644,157216,157960,158690
15,8,15,Arizona,State,AZ,108148,108454,108807,109447,110046,110586,111081,111541,111980,112427,112839,113225,113563,113934,114227,114550,114889,115228,115563,115889,116265,116629,117042,117490,118072,118605,119103,119498,119910,120358,120903,121530,122121,122698,123239,123796,124169,124572,125038,125668,126312,127146,127913,128650,129284,129903,130536,131087,131795,132501,133264,133983,134716,135263,135858,136419,137117,137759,138390,139052,139737,140424,141065,141666,142265,142845,143378,143897,144465,145106,145815,146467,147050,147571,148162,148753,149318,149956,150607,151341,151927,152593,153291,154128,154993,155831,156589,157345,158043,158694,159237,159880,160779,161779,162774,163769,164960,166114,167447,168733,170301,171714,173573,175830,178063,180683,183520,187468,192039,196770,201268,206347,212437,220148,228511,236626,245137,252167,259244,263916,266882,270662,274756,278734,280284,280408,279389,277981,275869,274669,272977,271790,270846,269896,269178,268563,267572,265852,263778,262000,259785,257234,253339,249799,245920,240974,235658,229413,225235,220703,216258,210746,205794,201440,197486,193237,189641,186875,183830,180600,176749,173883,171899,170127,168669,166588,166046,165686,165366,164088,162917,162558,161800,160881,158626,157009,154842,153378,151265,149225,147130,145499,144445,142650,140946,139007,138120,137540,137286,137322,137376,138308,138987,140252,141150,143353,146120,149052,151668,154250,157317,160018,162970,164632,166817,168139,170413,172259,174192,176541,179290,181580,183484,185068,185961,187486,189145,191624,192377,192387,192245,192452,192342,192431,192222,192675,193733,194947,195371,195578,196979,198869,200578,201517,202822,204050,205523,206393,207106,207924,209555,210832,211692,212519,213539,214638,215258,216305,217431,219028,220592,221860,222814,223956,225305,226627,227833,229275,230993,232163,233488,234836,236434,237743,239215,241025,242774,244475,245987,247428,248682,249929,251408,252651,253790,254778,256030,257224,258288,258969,259824,261011,262366,264011,265466,267120,268858,271060,273147,275219,277574
16,53,16,Tennessee,State,TN,91256,91437,91658,92089,92539,93000,93475,93937,94335,94697,95075,95467,95797,96171,96556,97011,97408,97752,98085,98421,98840,99263,99689,100090,100700,101286,101818,102111,102426,102759,103049,103367,103721,104166,104515,104848,104940,105039,105129,105426,105763,106186,106642,107066,107377,107622,107948,108269,108599,108928,109260,109616,109910,110153,110405,110639,110944,111210,111537,111927,112417,112787,113136,113401,113700,113956,114178,114468,114748,115058,115277,115435,115568,115764,115984,116171,116364,116573,116813,116995,117185,117399,117642,117903,118116,118369,118595,118866,119139,119432,119696,119975,120260,120565,120878,121198,121579,121948,122349,122743,123125,123502,123892,124315,124775,125278,125808,126365,126967,127612,128294,128982,129698,130443,131258,132062,132886,133649,134442,135243,136021,136781,137471,138165,138832,139527,140219,140942,141631,142311,142933,143499,143983,144415,144863,145287,145683,146013,146282,146475,146530,146464,146281,146043,145657,145238,144828,144559,144339,144051,143646,143110,142572,142083,141605,141105,140691,140323,139855,139157,138333,137594,136981,136560,136244,136028,135840,135732,135707,135623,135593,135533,135547,135436,135238,134900,134492,134036,133590,133094,132445,131880,131284,130854,130379,130036,129708,129439,129156,128857,128595,128378,128303,128222,128243,128264,128377,128433,128577,128697,128881,129029,129157,129340,129569,129897,130257,130666,130995,131362,131697,132195,132745,133418,134114,134711,135224,135607,135925,136186,136511,136919,137337,137680,137939,138144,138321,138662,139111,139651,140170,140711,141384,142019,142630,143217,143870,144594,145367,146040,146763,147503,148291,148982,149553,150132,150845,151628,152536,153444,154426,155415,156280,157041,157931,159012,160164,161306,162421,163533,164503,165432,166390,167420,168425,169530,170517,171514,172462,173497,174576,175586,176579,177541,178397,179240,180155,180965,181731,182360,183136,183871,184577,185352,186218,187159,188181,189208,190251,191386,192630
17,32,17,Missouri,State,MO,82885,83090,83256,83577,83837,84069,84278,84509,84769,85095,85410,85697,85885,86004,86144,86345,86626,86923,87241,87539,87838,88040,88243,88445,88761,89097,89409,89691,89993,90321,90662,90919,91109,91348,91669,92057,92451,92895,93358,93753,94073,94394,94710,95196,95686,96080,96335,96632,97090,97560,98029,98543,99103,99648,100222,100828,101443,102110,102844,103513,104016,104422,104956,105588,106252,106904,107533,108095,108651,109224,109839,110496,111169,111878,112485,113045,113565,114121,114691,115226,115808,116405,117003,117524,118058,118678,119328,119977,120593,121210,121776,122401,123035,123693,124275,124889,125482,125999,126450,126854,127322,127810,128386,128886,129316,129689,130152,130672,131232,131782,132359,132957,133603,134217,134786,135371,135963,136553,137082,137583,138023,138429,138793,139188,139522,139867,140186,140482,140793,141116,141486,141757,141945,142014,142069,142120,142135,142132,142104,142065,141924,141658,141279,140898,140596,140409,140155,139720,139277,138867,138499,138070,137689,137319,136737,136066,135424,134953,134484,133963,133373,132787,132230,131836,131471,131255,131324,131531,131540,131229,131060,131082,131107,130844,130375,129765,129028,128270,127405,126589,125804,125151,124280,123314,122380,121749,121361,120987,120710,120370,120051,119635,119282,119071,119100,119299,119480,119517,119451,119489,119692,119807,120077,120363,120936,121303,121590,121667,121809,122063,122394,122705,122889,123251,123524,123880,124111,124429,124732,125077,125522,125967,126382,126734,127061,127370,127717,128007,128167,128346,128653,129188,129672,130155,130588,131076,131563,132016,132392,132920,133477,134110,134635,135114,135684,136289,136985,137615,138259,138966,139779,140463,141168,141873,142638,143336,143864,144424,144981,145677,146527,147361,148148,148837,149531,150158,150898,151713,152587,153371,154159,154997,155636,156233,156786,157520,158255,158953,159488,159961,160487,161070,161621,162065,162576,163105,163662,164140,164596,165100,165650
18,27,18,Maryland,State,MD,149713,149694,149688,149719,149836,149929,149970,149929,149971,150049,150158,150271,150209,150175,150109,150190,150198,150301,150505,150774,150892,151008,151122,151197,151419,151635,151989,152130,152254,152278,152258,152369,152587,152746,152797,152958,153341,153900,154378,154826,155193,155624,156113,156598,157097,157682,158483,159243,159932,160375,160893,161386,162080,162739,163460,164059,164722,165498,166311,167208,167981,168871,169721,170773,171712,172743,173736,174909,176124,177309,178588,179912,181444,182973,184608,186251,188110,189959,191926,193878,195834,197825,199822,202003,204194,206506,208899,211229,213532,215823,218140,220440,222980,225817,228760,231569,234378,237477,240605,243864,247182,250902,254792,259095,263651,268034,272588,276977,281818,286301,290699,295363,300334,305808,311381,316955,321821,326781,330996,335703,339306,343046,346637,350254,353545,355847,357828,359009,359893,360199,360885,361047,361231,360943,360885,360562,360178,359458,358622,357629,356735,355158,352405,349344,346728,344578,342028,338897,334906,330406,325612,321139,316991,313188,310154,307056,303583,299679,295564,291629,288074,285570,283477,281960,280243,278925,277794,277074,276623,275667,274766,274068,274054,273590,272787,271172,269612,267843,265812,263715,261812,260750,259931,258861,257249,255781,254362,253237,252063,251347,250775,250279,249477,248773,248336,248276,248372,248610,249148,249874,250637,251198,251844,252764,254078,255337,256689,257998,259738,261326,262972,264392,266005,267534,269173,270339,271413,272316,272816,273428,273372,273684,273668,274023,274073,274258,274480,274617,274583,274502,274942,275007,275298,275273,275577,275742,275938,276098,275911,276387,276924,277739,278162,278931,279995,280845,281809,282496,283706,284646,285777,286529,287631,288575,289541,290258,290761,291558,291979,292870,293710,295014,296352,297564,298102,298816,299560,300854,301824,302728,303708,304362,304855,305144,305687,306345,307224,307900,308179,308134,308253,308566,308957,309431,309958,310483,310778,311118,311559,312114,312990
19,60,19,Wisconsin,State,WI,99427,99576,99682,99989,100349,100847,101340,101810,102215,102625,103058,103494,103897,104247,104663,105006,105386,105596,105836,106053,106339,106660,106888,107126,107299,107638,108002,108452,108735,108972,109193,109543,109973,110335,110760,111149,111724,112309,112919,113533,114081,114654,115170,115626,116029,116481,117122,117839,118558,119034,119505,119811,120310,120802,121403,121997,122585,123168,123671,124180,124651,125246,125853,126574,127205,127835,128438,129026,129624,130174,130772,131369,132020,132658,133242,133801,134293,134788,135227,135728,136242,136847,137518,138245,138967,139666,140461,141182,141945,142686,143480,144482,145547,146698,147532,148306,149201,150313,151390,152460,153617,154859,156173,157136,158078,158933,160032,161154,161935,162544,163192,164176,165281,166412,167526,168615,169514,170230,170865,171429,171964,172562,173060,173451,173632,173693,173709,173784,173989,174236,174463,174595,174985,175244,175598,175643,175619,175436,175128,174905,174725,174751,174762,174743,174716,174184,173390,172280,171500,170948,170514,169943,169287,168333,167293,166246,164680,163666,162694,162433,161765,161162,160512,160167,159858,159591,159274,158991,159091,159285,159474,159411,159238,158723,158054,156898,155524,154304,153159,152273,151295,150308,149225,148004,146779,145830,144953,144531,144254,144041,143803,143440,143103,142726,142376,142123,142116,142161,142342,142309,142324,142192,142254,142268,142470,142357,142629,143126,143991,144690,145319,146043,146904,147746,148337,148785,149192,149867,150615,151006,151168,151376,151814,152103,152182,152278,152571,153052,153500,154044,154357,154895,155236,155528,155684,155894,156250,156715,157336,157973,158570,159116,159598,160145,160860,161817,162702,163728,164783,165911,166815,167636,168495,169371,170275,171223,172164,173179,174171,175178,176046,176807,177695,178789,180092,181197,182345,183343,184544,185490,186422,187160,188070,188905,189786,190475,191081,191848,192696,193686,194441,195236,196070,197000,197835,198744,199579,200456,201264,202025,202676
20,31,20,Minnesota,State,MN,103478,103315,103252,103194,103283,103522,103778,104162,104497,104911,105342,105801,106194,106708,107296,107943,108436,108831,109252,109659,110119,110579,111054,111625,112295,112953,113532,113963,114497,114948,115566,116162,117065,117911,118746,119475,120359,121487,122773,124115,125426,126897,128147,129110,129831,130699,131986,133358,134692,135950,137080,138371,139617,140952,142355,144280,146102,147915,149314,150987,152568,154123,155777,157492,159067,160592,162147,163753,165466,167215,168908,170216,171429,172606,173809,174899,176247,177528,178855,179926,181046,182157,183413,184849,186339,187734,189070,190264,191497,192612,193860,195131,196463,197710,198988,200223,201363,202590,203914,205365,206694,208145,209522,210880,212094,213245,214271,215335,216643,218005,219162,220360,221582,222720,223698,224477,225448,226274,227245,227880,228320,228586,228867,229068,229134,229205,229180,229077,228677,228369,228010,227939,227899,227953,227776,227315,226521,225488,224344,223523,222763,222073,220948,219431,217683,215643,213884,212138,210506,208901,207246,205350,203446,201524,199822,198200,196542,194912,192771,190913,189389,188441,187758,187373,187016,186569,186063,185985,185983,186234,186575,186880,186987,186460,185621,184132,182468,180809,179448,177796,176238,174455,172982,171313,169664,168154,166896,166117,165492,164880,164157,163535,163090,163018,163241,163792,164276,165037,165858,166882,168064,169509,171090,172674,174084,175094,175838,176604,178141,179849,181764,183522,185261,186891,188224,189358,190570,191858,193372,194661,195611,196184,196422,196467,196413,196371,196536,197031,197500,198425,199241,200304,201018,201697,202413,203217,204199,205145,206222,207268,208543,209619,210581,211251,211904,212827,214048,215551,216883,218281,219487,220626,221567,222548,223758,225270,226969,228549,229886,230883,231901,232833,234133,235571,237182,238786,240389,241783,242873,243748,244634,245826,246900,248030,248964,249941,250936,251827,252478,253057,253742,254744,255779,256677,257686,258688,259704,260648,261544,262545,263708
21,10,21,Colorado,State,CO,139383,139842,140220,140986,141663,142340,143004,143684,144334,144951,145560,146167,146764,147265,147810,148445,149171,149839,150408,150968,151589,152315,153086,153844,154658,155386,156102,156631,157262,157892,158813,159839,160998,162075,163044,164067,165058,166368,167751,169300,170795,172616,174305,175750,176845,178038,179520,181115,182819,184528,186209,188063,189918,191822,193666,195763,198040,200324,202530,204713,207038,209117,211077,212783,214469,215931,217424,218932,220305,221496,222446,223312,223860,224495,225184,225959,226778,227486,228165,228547,229039,229565,230061,230316,230541,230804,231202,231460,231494,231509,231598,231834,232190,232473,232961,233439,233932,234431,234840,235357,235882,236510,237085,237640,237999,238463,238896,239561,240260,240886,241490,242074,242679,243230,243817,244375,245076,245875,246678,247294,247897,248379,248756,248928,249225,249443,249559,249720,249757,249655,249461,249514,249612,249571,249572,249727,250013,250264,250503,250490,250107,249469,248708,247804,246695,245647,244581,243617,242507,241530,240543,239702,239118,238616,237940,237099,236208,235590,235059,234637,234327,234034,233727,233448,233246,233179,233356,233671,234156,234507,234741,234609,234225,233525,232752,231832,230845,229911,228993,228097,227175,226222,225331,224565,223646,222949,222277,222106,222076,222127,222227,222406,222710,223069,223509,224259,225510,227009,228622,229879,231223,232573,234052,235438,237037,238763,240774,242528,244180,245724,247507,249582,251462,253170,254652,256308,257719,259149,260346,261766,263282,264953,266611,268047,269684,271626,273937,276391,279149,281953,284766,287439,290353,293271,296167,299166,302283,305341,308135,310738,313033,315362,317801,320529,322978,325325,327805,330376,332712,334865,337252,339659,342382,345095,347942,350366,352626,354837,356797,358663,360643,362933,365109,367696,370013,372269,374291,376778,379532,382090,384413,386433,388378,390375,392455,393778,394516,395476,396334,397143,397379,398013,398865,399929,401013,401907,402718,403875,405547,407080,408794
22,4,22,Alabama,State,AL,82380,82480,82562,82683,82750,82852,82988,83196,83325,83452,83550,83734,83843,83967,84087,84422,84846,85267,85603,85905,86291,86725,87195,87617,88162,88630,89076,89329,89577,89817,90188,90477,90850,91169,91495,91729,91984,92277,92611,92871,93182,93435,93650,93912,94183,94478,94835,95176,95449,95702,95964,96342,96679,97058,97362,97671,97960,98268,98589,99002,99502,99897,100249,100491,100737,100972,101248,101500,101766,102059,102302,102459,102549,102714,102869,103044,103261,103501,103755,103981,104211,104433,104656,104910,105154,105467,105795,106191,106483,106714,106907,107175,107467,107696,107894,108082,108361,108656,109018,109342,109740,110197,110712,111179,111615,112075,112610,113179,113670,114044,114306,114595,114973,115429,115945,116446,117026,117710,118583,119487,120464,121320,122267,123137,124065,124912,125739,126592,127319,127954,128293,128617,128845,129378,129904,130504,130732,130845,130819,130919,130994,131076,131052,131017,130830,130576,130256,130015,129893,129871,129813,129532,129235,128766,128431,127915,127521,126944,126422,125740,125133,124470,123944,123429,122925,122500,122173,121960,121781,121601,121193,120760,120234,119765,119166,118593,118101,117699,117194,116598,115849,115214,114746,114441,114180,113917,113658,113415,113101,112756,112335,112068,112015,112005,111996,111834,111790,111718,111746,111728,111813,111908,112142,112309,112484,112624,112832,113030,113091,113168,113264,113494,113692,113890,114069,114282,114421,114532,114579,114758,115056,115403,115692,115932,116100,116310,116521,116702,116892,117086,117363,117566,117747,117905,118138,118332,118590,118753,118907,119087,119361,119712,120031,120390,120686,121019,121247,121521,121751,122126,122563,122989,123296,123543,123823,124150,124491,124746,125046,125440,125990,126492,126887,127405,127937,128512,129002,129530,130117,130732,131374,131973,132548,133079,133643,134066,134550,135041,135570,136058,136536,137077,137622,138178,138716,139322,139980,140723,141474,142247,143072
