,RegionID,SizeRank,RegionName,RegionType,StateName,1/31/1996,2/29/1996,3/31/1996,4/30/1996,5/31/1996,6/30/1996,7/31/1996,8/31/1996,9/30/1996,10/31/1996,11/30/1996,12/31/1996,1/31/1997,2/28/1997,3/31/1997,4/30/1997,5/31/1997,6/30/1997,7/31/1997,8/31/1997,9/30/1997,10/31/1997,11/30/1997,12/31/1997,1/31/1998,2/28/1998,3/31/1998,4/30/1998,5/31/1998,6/30/1998,7/31/1998,8/31/1998,9/30/1998,10/31/1998,11/30/1998,12/31/1998,1/31/1999,2/28/1999,3/31/1999,4/30/1999,5/31/1999,6/30/1999,7/31/1999,8/31/1999,9/30/1999,10/31/1999,11/30/1999,12/31/1999,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020
23,51,23,South Carolina,State,SC,97056,97193,97244,97472,97639,97908,98073,98277,98377,98589,98813,99098,99372,99694,100097,100430,100792,101103,101564,102038,102738,103387,104099,104719,105337,105753,106212,106616,107249,107774,108405,108978,109492,109858,110098,110378,110756,111298,111826,112478,112970,113509,113915,114308,114623,115000,115480,116028,116533,117108,117647,118226,118670,119144,119545,120066,120626,121183,121705,122126,122672,123128,123621,123930,124331,124718,125157,125472,125762,126061,126361,126678,126878,127002,127139,127365,127653,127896,128153,128429,128717,129003,129313,129648,130006,130434,130817,131173,131466,131803,132181,132618,133055,133501,133929,134392,134870,135376,135899,136443,137100,137771,138433,139041,139758,140559,141448,142306,143201,143996,144958,145898,146839,147746,148772,149893,151009,152100,153192,154336,155386,156639,157719,158933,160024,161233,162365,163359,164198,164936,165529,166021,166464,166827,167195,167396,167591,167634,167703,167767,167797,167663,167603,167475,167490,167288,166883,166429,166021,165717,165100,164333,163571,162932,162003,161056,159900,158962,158196,157385,156382,155256,154411,153788,153243,152720,152388,152183,152094,151893,151537,151289,151185,151008,150567,150014,149344,148649,147965,147071,146059,144894,144047,143190,142443,141786,141382,140988,140559,140109,139670,139540,139560,139822,139760,139760,139641,139548,139325,139094,139124,139273,139483,139582,139641,139707,140067,140463,140897,141324,141851,142535,143102,143632,144158,144651,145210,145672,145958,146096,146313,146641,147046,147397,147758,148063,148290,148561,148901,149414,150048,150743,151335,151877,152385,152809,153211,153697,154324,155001,155675,156181,156674,157120,157767,158393,159000,159720,160526,161399,162170,162885,163349,163923,164412,165234,165939,166741,167460,168183,168841,169484,170184,170907,171876,172853,174057,175006,175910,176675,177459,178252,179078,179831,180613,181398,182176,182906,183380,183892,184383,185027,185695,186324,186940,187597,188216,188828,189373,189932,190594
24,25,24,Louisiana,State,LA,83464,83778,84016,84525,84821,85099,85272,85599,85897,86292,86604,87010,87409,87760,88023,88287,88679,89069,89498,89856,90285,90605,91025,91378,91735,92041,92466,92769,93415,94097,95004,95617,96170,96697,97209,97594,97962,98312,98718,99253,99632,100026,100294,100679,101036,101292,101626,102023,102552,103110,103577,103994,104328,104695,105032,105391,105824,106359,106932,107530,108170,108693,109223,109683,109985,110300,110584,111208,111736,112236,112553,112818,112982,113281,113665,114210,115151,115872,116589,116481,116578,116642,117089,117545,118036,118452,118757,118851,118828,118918,119151,119704,120224,120813,121171,121558,122033,122621,123309,123943,124483,125036,125527,126207,126810,127378,127935,128454,128745,128966,129128,129707,130480,131431,132456,133493,134566,135756,136920,138212,139637,141073,142499,143632,144596,145414,146138,146803,147394,147924,148529,149057,149542,150038,150581,151103,151432,151712,151958,152256,152538,152727,152959,153081,153201,153062,152845,152551,152486,152421,152439,152449,152446,152405,152061,151881,151655,151671,151580,151676,151587,151472,151267,150957,150648,150343,150335,150299,150537,150717,150982,150912,150919,150838,150677,150417,150254,150092,149871,149493,148731,147930,147032,146443,145916,145601,145448,145373,145240,145181,145083,144977,144966,144937,145096,145306,145584,145721,145665,145658,145719,145792,145734,145736,145816,146080,146367,146560,146781,147137,147639,148081,148304,148489,148734,149129,149608,150019,150316,150562,150560,150466,150343,150480,150712,150984,151490,151830,152121,152324,152769,153178,153622,154034,154517,154804,155173,155569,155848,156211,156408,156727,156774,157016,157391,157941,158427,158873,159286,159618,159875,160012,160234,160372,160854,161397,162005,162313,162633,162934,163364,163764,164307,164864,165561,166134,166381,166367,166154,166194,166177,166412,166511,166752,166707,166520,166250,166239,166403,166567,166810,167050,167356,167517,167749,167935,168321,168866,169432,169909,170388
25,24,25,Kentucky,State,KY,75941,76096,76224,76515,76769,77029,77288,77558,77825,78058,78364,78685,79001,79233,79467,79680,79958,80245,80567,80873,81191,81543,81836,82130,82550,83030,83543,83949,84366,84756,85100,85439,85784,86162,86451,86715,86781,86972,87163,87565,87893,88231,88538,88856,89149,89449,89821,90199,90584,90875,91167,91447,91760,92059,92400,92796,93241,93650,94084,94546,95122,95632,96131,96542,96983,97428,97832,98155,98419,98683,98933,99175,99366,99601,99827,100074,100279,100498,100749,101025,101303,101568,101841,102095,102342,102608,102891,103201,103502,103779,104027,104301,104622,104948,105249,105535,105809,106085,106301,106479,106688,106955,107281,107576,107849,108192,108515,108868,109234,109636,110118,110619,111115,111557,111968,112367,112706,112949,113234,113560,113908,114191,114474,114806,115096,115350,115518,115686,115936,116186,116456,116621,116754,116866,116921,116958,117016,117109,117205,117277,117301,117360,117354,117343,117269,117197,117126,116937,116772,116618,116603,116612,116625,116563,116458,116319,116273,116244,116136,115980,115743,115572,115347,115133,114877,114699,114630,114677,114713,114712,114765,114863,114969,114923,114792,114616,114467,114303,113933,113494,112932,112410,111887,111445,111089,110822,110607,110445,110254,110060,110031,110042,110127,110192,110290,110416,110472,110443,110409,110337,110430,110520,110635,110684,110813,110968,111202,111321,111484,111684,111945,112323,112578,112875,113081,113326,113413,113584,113641,113850,114041,114365,114696,114874,115061,115237,115527,115886,116375,116736,117136,117447,117829,118106,118368,118748,119192,119602,119962,120297,120684,121180,121687,122236,122725,123296,123829,124382,124898,125519,126149,126780,127300,127793,128397,129073,129806,130474,131165,131824,132505,133113,133862,134561,135327,136008,136660,137196,137639,138113,138646,139149,139605,140053,140399,140822,141312,141981,142578,143208,143835,144488,145092,145722,146378,147053,147735,148383,148967,149454,149987
26,46,26,Oregon,State,OR,130798,131281,131701,132549,133373,134211,135050,135850,136612,137454,138332,139236,140062,140853,141727,142614,143440,144180,144852,145524,146190,146638,147082,147437,148090,148599,149018,149256,149628,150074,150578,151105,151528,152070,152426,152956,153067,153306,153426,153810,154162,154472,154774,155085,155759,156375,157094,157395,157804,158301,159014,159775,160341,160858,161253,161703,162018,162387,162788,163352,164022,164568,165110,165501,165953,166389,166923,167561,168155,168748,169253,169878,170502,171170,171752,172332,172998,173740,174463,174979,175531,176100,176898,177682,178576,179404,180236,181001,181740,182506,183325,184335,185400,186648,187802,189011,190161,191479,192852,194194,195682,197173,198881,200483,202203,203990,206022,208013,210091,212437,215079,218172,221249,224515,227963,231865,236261,240464,244468,248586,252715,256351,259739,262979,266516,270307,273678,276666,278332,279921,281392,282895,284162,285259,286542,287915,289091,289505,289544,289234,289191,288835,288117,287074,285491,284459,282823,281145,278744,276508,274396,272042,269587,267017,264576,261924,259784,257097,254402,251339,248904,246549,244312,242649,241596,240866,240100,239525,238736,238110,237849,237480,236512,235071,233509,231687,229389,227251,225534,223910,222217,220161,217744,215404,213501,212318,211500,210770,210223,209398,208518,207507,206838,206471,206795,207474,208421,209278,210092,211328,212615,214377,215598,217190,218882,221486,223983,226612,229170,231424,233588,235137,236906,238322,240564,242780,244978,246342,247327,248288,248987,250155,251238,252669,254066,255688,257219,258484,259714,261372,263429,265227,267154,269146,271432,274007,276490,279074,281518,284111,286822,288935,291145,293707,296914,299965,303028,305594,308250,310601,312781,315175,317452,320139,322385,324779,326621,328205,329584,331235,333001,334731,336609,338404,340139,342196,344501,346602,348353,350065,351948,353405,354706,355549,356804,357964,359238,359988,360175,360382,360772,361608,362360,363380,364434,365923,367061,368280,369499,370945,372868
27,45,27,Oklahoma,State,OK,63950,64047,64201,64457,64726,64924,65125,65294,65451,65595,65782,66019,66210,66415,66554,66770,66964,67255,67539,67864,68197,68552,68886,69190,69617,70018,70411,70669,70958,71246,71543,71885,72269,72661,72946,73142,73268,73502,73774,74124,74436,74778,75138,75421,75660,75876,76202,76589,76934,77179,77477,77799,78196,78523,78860,79167,79457,79751,80100,80497,80942,81353,81697,81995,82252,82529,82775,83073,83380,83685,83915,84114,84313,84582,84828,85074,85299,85551,85824,86076,86329,86584,86867,87130,87346,87548,87802,88101,88378,88629,88863,89108,89349,89573,89807,90054,90336,90626,90887,91132,91384,91657,91934,92254,92614,93024,93346,93678,94040,94380,94689,94976,95321,95646,95966,96274,96620,96918,97275,97615,97986,98421,98947,99416,99789,100102,100427,100751,101024,101336,101649,101975,102258,102456,102674,102862,103092,103310,103625,103908,104120,104231,104392,104550,104629,104774,104689,104744,104717,104851,104829,104769,104763,104887,104849,104752,104621,104420,104328,104174,104179,104208,104321,104456,104566,104649,104922,105137,105365,105502,105739,105982,106154,106093,105812,105479,105121,104817,104363,104050,103778,103620,103333,102953,102529,102236,102179,102223,102380,102386,102364,102241,102140,102133,102177,102346,102608,102843,103003,103091,103072,103137,103330,103664,103963,104121,104297,104539,104706,104920,105145,105470,105822,106040,106251,106397,106682,106957,107214,107375,107646,107881,108168,108403,108701,109246,109734,110164,110430,110790,111220,111613,111899,112196,112461,112720,112896,112837,112817,112878,113210,113598,113964,114298,114627,114987,115362,115712,116044,116434,116802,117183,117383,117624,117844,118269,118676,119055,119324,119628,120037,120502,120921,121325,121685,121885,122080,122281,122614,122812,123031,123262,123557,123906,124219,124587,124854,125375,125819,126296,126642,127151,127723,128302,128818,129292,129851,130401,131116,131739,132465
28,11,28,Connecticut,State,CT,149422,149224,149452,149607,149721,149785,149852,150089,149964,149839,149602,149667,149291,149407,148922,148969,148882,148976,149151,149170,149680,150123,150641,150853,151856,152587,153617,153885,154479,154988,155417,155881,156435,157222,158147,158919,159424,159761,160399,161358,162466,163481,164533,165439,166350,167219,168268,169516,170811,172361,173807,175121,176024,177005,178118,179293,180462,181595,182804,184042,185387,186666,187962,189338,190790,192164,193453,195226,197138,199100,200569,201939,203311,204953,206664,208448,210303,212367,214542,216540,218223,220381,222771,225251,227527,229622,231878,234091,236441,238636,240809,242820,245185,246954,249019,251180,253751,256308,258498,260890,263356,266197,269031,271760,274370,277276,280280,283224,285738,288409,291073,293861,296495,299332,302115,305209,308199,311232,313903,316106,317994,319066,320776,322143,323707,324214,324629,324503,324191,323452,322722,322132,322370,322753,322913,322319,321364,320254,319202,318440,318005,317460,316477,315155,312797,310184,307199,304868,303098,301645,300054,297725,295005,292359,290273,288507,286896,285534,283684,281578,278816,276227,274030,272830,271952,271537,270704,269815,268514,267479,267289,267644,268038,268056,267538,266605,265422,263644,261574,259564,258458,257520,255963,254016,252084,250941,249745,248286,246625,244981,243842,242556,241182,239781,238709,237559,236424,234789,233741,233187,232995,233264,233618,234523,235397,235856,236472,237513,239026,240475,241426,242419,243461,244224,244741,244725,244519,244493,244101,243691,242839,242511,242213,241648,240923,240497,240386,240229,240011,239992,240415,240794,241223,241284,241419,241626,242045,241931,241301,240982,241132,241523,241552,241222,241021,240913,240992,240930,240750,241069,241866,242761,243658,244194,244766,245515,246334,247087,247914,248813,249814,250620,251601,252133,252455,252480,252791,253122,253446,254013,254496,255116,255359,255655,255600,256000,255829,256254,256369,256787,256907,256955,257010,256972,257213,257445,257794,257997,258730,259231,259855
29,19,29,Iowa,State,IA,80496,80662,80807,81107,81346,81571,81748,81932,82098,82381,82759,83192,83380,83445,83431,83480,83608,83741,83931,84084,84253,84277,84134,83936,84075,84365,84772,85083,85407,85712,86033,86364,86713,86977,87298,87664,88051,88446,88784,89178,89500,89865,90162,90524,90865,91377,91934,92316,92683,93046,93603,94029,94455,94802,95194,95494,95848,96228,96575,97017,97379,97787,98080,98408,98720,99071,99433,99856,100282,100634,100964,101305,101594,101850,102077,102463,102915,103404,103779,104077,104300,104580,104934,105310,105731,106148,106540,106832,107077,107308,107643,108057,108536,109000,109448,109834,110222,110536,110924,111283,111617,111907,112153,112451,112768,113150,113461,113857,114252,114744,115182,115715,116367,117105,117856,118464,118966,119303,119664,119963,120265,120539,120843,121096,121343,121575,121846,122091,122349,122624,122899,123134,123323,123575,123862,124158,124240,124252,124201,124268,124329,124467,124575,124727,124921,124963,124827,124565,124433,124351,124265,124166,124120,124019,123908,123763,123509,123241,122995,122878,122790,122713,122678,122603,122515,122447,122389,122344,122343,122435,122660,122828,122904,122809,122599,122335,121996,121616,121234,120844,120561,120234,119873,119495,119150,118929,118804,118800,118851,118887,118955,119028,118973,118901,118888,119011,119204,119397,119653,119877,120156,120544,120952,121348,121779,122224,122479,122580,122685,122945,123188,123448,123672,123873,124028,124261,124500,124825,125263,125805,126260,126565,126794,126976,127204,127419,127652,127851,128165,128455,128802,129127,129547,129965,130413,130886,131351,131818,132306,132737,133083,133441,133820,134185,134553,134969,135439,135879,136258,136657,137074,137567,138168,138760,139355,139902,140414,140934,141397,141885,142367,142829,143342,143879,144255,144580,144894,145431,146004,146376,146746,147101,147607,148073,148486,148883,149349,149959,150500,150923,151212,151688,152166,152631,152976,153338,153689,154005,154307,154500,154727
30,34,30,Mississippi,State,MS,73297,73296,73370,73463,73612,73745,73929,74071,74195,74474,74809,75149,75276,75367,75482,75684,75909,76079,76144,76279,76498,77012,77435,77873,78186,78669,79001,79257,79419,79838,80264,80761,81127,80605,80022,79441,79712,80010,80415,80825,81037,80933,81003,80913,80984,81169,81650,82095,82279,82411,82553,82724,83061,83516,83857,84212,84509,84993,85464,86083,86588,86929,87176,87448,87757,88052,88262,88568,88812,89152,89334,89464,89575,89714,89864,89908,90053,90247,90627,90844,91130,91325,91608,91855,92049,92278,92544,92903,93168,93379,93439,93622,93750,93956,94127,94374,94721,95051,95368,95607,95904,96136,96519,96825,97255,97587,97980,98389,98770,99240,99690,100195,100717,101394,102075,102774,103420,104155,104836,105405,105964,106688,107600,108605,109298,110040,110634,111444,112165,112900,113514,114132,114656,115000,115135,115308,115823,116150,116419,116487,116638,116685,116660,116491,116468,116303,116157,115704,115106,114565,114052,113661,113227,112892,112651,112473,112074,111679,111337,111156,110951,110693,110514,110247,109996,109694,109398,109074,108842,108717,108563,108377,108153,107984,107639,107296,106920,106625,106342,106194,106103,105966,105787,105560,105410,105219,105210,105173,105200,105096,105017,104852,104679,104512,104338,104275,104241,104270,104271,104253,104126,104010,103922,103864,103808,103745,103793,103730,103633,103483,103324,103206,103171,103178,103160,103185,103207,103317,103412,103623,103855,104070,104342,104670,105055,105501,105986,106488,106987,107433,107802,108139,108458,108837,109166,109440,109647,109849,110007,110139,110272,110440,110678,110895,111138,111416,111721,112089,112420,112685,112938,113240,113587,113874,114163,114499,114848,115119,115369,115633,115976,116335,116724,117034,117370,117728,118077,118372,118706,119115,119574,119976,120424,120843,121250,121628,121971,122411,122883,123424,123869,124282,124666,125076,125416,125781,126139,126545,126946,127259,127539
31,6,31,Arkansas,State,AR,68742,68773,68849,68958,69085,69200,69352,69519,69680,69860,70014,70212,70418,70711,70963,71266,71498,71700,71814,71949,72148,72351,72657,72917,73277,73481,73705,73780,73977,74276,74659,75007,75284,75538,75678,75794,75731,75761,75768,75954,76128,76321,76531,76690,76828,76933,77061,77236,77425,77730,78045,78405,78623,78797,78924,79156,79444,79779,80226,80704,81274,81570,81832,81963,82250,82525,82822,83068,83272,83396,83468,83516,83617,83815,84044,84282,84513,84778,85056,85316,85590,85945,86309,86675,86903,87166,87408,87717,88062,88406,88778,89133,89526,89902,90270,90644,91045,91491,91967,92468,92903,93338,93739,94236,94720,95226,95693,96194,96845,97537,98253,98895,99545,100195,100868,101462,102079,102730,103486,104174,104733,105205,105678,106148,106660,107159,107633,108045,108441,108717,108951,109150,109349,109516,109608,109725,109764,109831,109871,110049,110126,110232,110186,110189,110137,110158,110171,110168,110039,109788,109564,109274,109072,108807,108567,108225,107827,107328,106804,106288,105929,105687,105469,105172,104887,104638,104581,104596,104715,104781,104827,104830,104848,104758,104525,104288,103921,103585,103122,102721,102317,102028,101791,101535,101169,100905,100811,100821,100885,100974,101048,101074,101068,101100,101242,101502,101877,102189,102407,102572,102796,102993,103254,103553,103895,104140,104228,104256,104287,104385,104549,104720,104847,104949,104985,104975,104998,105138,105400,105653,105882,106025,106110,106215,106392,106651,106928,107222,107482,107684,107818,107990,108118,108349,108623,108968,109279,109549,109857,110150,110457,110775,111133,111491,111897,112305,112655,112938,113235,113588,113952,114321,114712,115079,115501,115854,116281,116667,117217,117753,118238,118641,119075,119569,120064,120588,121062,121568,121988,122379,122725,123028,123401,123772,124279,124807,125328,125733,126070,126429,126816,127277,127696,128166,128606,129082,129435,129743,130053,130447,130907
32,23,32,Kansas,State,KS,76315,76461,76615,76876,77050,77214,77346,77544,77709,77939,78176,78428,78664,78911,79146,79402,79749,80081,80482,80789,81132,81366,81551,81743,81996,82192,82331,82442,82663,82964,83271,83581,83917,84282,84703,85075,85396,85752,86151,86656,87039,87398,87665,87980,88295,88629,89005,89421,89848,90144,90420,90625,90952,91280,91704,92123,92526,92939,93289,93685,94179,94834,95523,96147,96807,97413,97934,98397,98809,99246,99469,99733,99943,100216,100553,101004,101080,101079,100930,100926,100862,100834,101428,101968,102536,102748,102684,102320,102304,102651,103471,104109,104526,104828,104808,105037,105129,105429,105962,106827,107540,108183,108477,108905,109799,110888,111968,112393,112909,113378,113884,114222,114692,114795,114987,115081,115383,115401,115359,115661,116081,116602,116899,117208,117400,117779,118195,118678,118865,119170,119556,120043,120406,120651,120929,121250,121564,121848,122098,122348,122549,122720,122860,122910,122999,123019,123083,123001,123014,123011,122982,122990,122980,122959,122755,122579,122319,122282,122192,122298,122228,122236,122259,122323,122385,122431,122538,122587,122613,122448,122466,122434,122432,122267,121965,121506,121030,120687,120387,120078,119749,119475,118966,118366,117927,117593,117380,117173,117056,116812,116558,116320,116290,116370,116529,116677,116711,116855,116972,117143,117162,117240,117389,117586,117664,117632,117848,118133,118475,118557,118651,118723,118925,119160,119389,119651,119873,120125,120098,120122,120138,120364,120677,121049,121443,121758,122092,122387,122764,123097,123568,124052,124586,125132,125581,126000,126311,126702,127042,127381,127696,128133,128553,128939,129387,129862,130393,130880,131379,131852,132303,132790,133306,133874,134507,135184,135677,136055,136469,137009,137656,138314,139063,139820,140542,141154,141678,142192,142794,143395,143853,144260,144721,145242,145902,146473,147050,147500,147952,148408,148846,149398,150026,150637,151155,151625,151950,152336,152735,153279,153853
33,55,33,Utah,State,UT,158790,158930,159207,159702,160351,160885,161387,161795,162238,162661,163188,163699,164121,164459,164662,164966,165314,165842,166374,166841,167233,167690,167906,168152,168558,169284,170034,170516,170630,170667,170698,170842,171017,171095,171330,171446,171473,171406,171460,171638,171409,171187,171041,171494,171903,172360,172743,173303,173837,174376,174826,175390,177000,178397,179740,180009,180513,180980,181585,182143,182697,183094,183371,183575,183385,183338,183263,183672,184002,184440,184645,184757,184814,184791,184988,185088,185069,184953,184917,184914,184781,184446,184302,184183,184161,184225,184165,184242,184422,184714,184871,184938,185065,185325,185633,186014,186408,186801,187172,187432,187573,187659,187720,187816,187922,188097,188190,188318,188554,189050,189658,190372,191083,191703,192331,193082,194107,195362,196857,198498,200079,201797,203694,205985,208408,211239,214536,217999,221440,224574,227502,230139,233059,235949,239052,241824,244663,247536,250080,252483,254003,255241,256178,257245,257927,257781,256764,255002,253129,250899,248630,246110,244120,242195,240274,238036,235450,233111,230770,228954,226920,225201,223687,222375,220916,219576,218677,218037,217406,216760,216091,215564,214857,213796,212181,210184,208717,207274,205634,203446,201706,200059,198942,197462,196302,195137,194566,194490,193888,193282,192714,193004,193229,193708,194005,194709,195750,196846,197817,198695,200213,202052,204085,206206,208260,210373,212401,214892,217053,219654,222140,224542,226574,228140,229451,230187,230988,231703,232580,232698,232889,232900,232887,232978,232946,233585,234502,235542,236643,237690,239103,240789,242339,243738,245320,247331,249503,251325,252692,254130,255738,257402,258688,259887,261579,263488,265520,266960,268831,270664,273013,275230,277304,279248,281476,283972,286444,288959,291240,293692,295535,297495,299432,301846,303870,306406,308827,311817,314532,316896,319351,321516,324000,326714,329400,331904,334067,336024,337581,338762,339808,341272,342729,344447,346129,347575,348925,350166,351898,353534,355484
34,42,34,Nevada,State,NV,157071,157039,157188,157332,157600,157752,158001,158454,158955,159424,159664,160043,160398,160929,161233,161765,162154,162543,162777,162785,162933,163102,163560,163939,164554,165107,165683,165918,166075,166505,166830,167165,167228,167505,167819,168001,167826,167636,167649,167908,168365,168938,170021,170949,171806,172321,172972,173640,174453,175130,175862,176632,177382,178008,178347,178808,179465,180232,181046,181804,182682,183737,184729,185629,186494,187478,188548,189694,190856,191996,192922,193970,194914,195850,196701,197739,198676,199503,200212,201124,202074,203443,204950,206622,208260,209839,211077,212233,213530,214981,216735,218913,222034,225608,229754,233815,238435,242629,248215,253177,260281,267946,276629,283586,289197,293917,298579,303700,308311,314795,319918,326797,330070,333296,334874,338273,341538,344552,347003,348350,350038,350216,351712,352484,353836,353955,353910,353035,352243,350798,349819,349068,348453,347726,345933,342561,338959,335595,332294,328475,324083,319538,313676,306961,298799,289482,280271,272699,266744,260133,253282,245727,238131,230460,222434,215772,208947,203900,198620,193443,187059,180815,175018,170875,167695,165431,163594,161510,160723,159786,159139,157951,156848,156623,156120,155475,153996,152530,151595,150642,148848,146760,144738,143130,142041,140235,139025,137156,136382,135611,134969,134454,134321,134249,134103,134376,134848,136080,137083,139047,140887,142840,144902,147317,150267,153564,157631,161397,165500,169670,174274,178377,182280,185666,188827,190924,192839,194575,196087,197241,197710,198037,198834,199486,199665,200742,201964,204455,205932,207550,208693,210111,212044,213477,214167,215237,216887,218372,219282,220696,222675,224526,225535,227075,228405,230082,231411,232762,234030,234572,235672,235258,236019,236809,239954,242315,244768,247250,250644,253570,257130,261176,265592,269719,272611,275891,278004,280684,283149,286647,290172,294034,296630,298155,298621,300053,301445,302803,302886,303258,303502,303131,302356,301622,301610,302387,303665,304731,306155,307402,309730
35,41,35,New Mexico,State,NM,,,,,,,,,,,,,,,,,,,,,,,,,,,,127559,127603,127606,127539,127421,127347,127344,127379,127370,127377,127374,127350,127349,127300,127234,127209,127428,127650,127905,127993,128173,128267,128375,128536,128725,128938,129152,129505,129596,129681,129645,129880,130175,130609,131110,131557,131999,132400,133076,133685,134346,134863,135305,135690,135944,136262,136563,137046,137445,137881,137942,138118,138355,138797,139219,139591,139889,140254,140527,140810,141083,141385,141793,142167,142631,143059,143621,144285,145166,145925,146816,147446,148117,148851,149807,150758,151467,151960,152518,153101,153777,154554,155349,156465,157443,158514,159468,160861,162458,164453,166343,168313,170263,172270,174309,176332,178587,180700,182682,184293,186024,187768,189541,191023,192116,192974,193750,194450,195335,196143,197177,197962,198542,198580,198518,198472,198516,198319,198026,197802,197229,196566,195257,194240,193021,192297,191108,190161,189301,188521,187531,185910,184905,183967,184185,183820,183634,182836,183056,182930,182672,182049,181621,181594,181087,180668,179479,178374,177200,176210,174607,173084,171826,171470,171151,170855,170067,168949,167825,167205,166755,166431,166184,165976,165806,165391,165024,164440,164187,164216,164432,164605,164545,164899,165010,165319,164884,164537,164263,164699,165265,165974,166760,167371,168304,168469,169037,169139,170233,171132,171892,171945,171786,171568,171129,170770,170225,170328,170444,171158,171376,171411,171271,171259,171642,171892,172357,172823,173563,173950,173946,173428,173244,173618,174323,175278,175840,176502,176984,177526,177669,177989,178774,179915,180912,181319,181581,181509,181833,182232,182912,183639,184424,185115,185389,185775,185989,186451,187178,188318,189382,190156,190673,190921,191422,192040,193416,194615,195963,197128,198043,198697,199221,199967,200979,202205,203326,204434,205120,205888,206704,207713,208867,210141
